"41ee6333-40a9-475e-a782-f83495bf7d98","aghabali","mehdi","http://www.research.ed.ac.uk/portal/en/persons/mehdi-aghabali(41ee6333-40a9-475e-a782-f83495bf7d98).html","postdoctoral research assistant","school of mathematics","UNKNOWN"
"8502263a-cbe5-49d1-b00f-f8aa885207e6","aitken","colin","http://www.research.ed.ac.uk/portal/en/persons/colin-aitken(8502263a-cbe5-49d1-b00f-f8aa885207e6).html","uoe retired staff","school of mathematics","UNKNOWN"
"55fab689-9931-455a-8b40-1fdde2e45e34","antal","tibor","http://www.research.ed.ac.uk/portal/en/persons/tibor-antal(55fab689-9931-455a-8b40-1fdde2e45e34).html","reader","school of mathematics","UNKNOWN"
"5907accf-8a99-472a-987e-6be368fa5e7f","atiyah","michael","http://www.research.ed.ac.uk/portal/en/persons/michael-atiyah(5907accf-8a99-472a-987e-6be368fa5e7f).html","uoe honorary staff","school of mathematics","UNKNOWN"
"5d15ed3f-9560-49b2-b90b-f922d6f924f1","azzam","jonas","http://www.research.ed.ac.uk/portal/en/persons/jonas-azzam(5d15ed3f-9560-49b2-b90b-f922d6f924f1).html","lecturer in mathematical sciences","school of mathematics","UNKNOWN"
"61db9a1b-5e16-42e4-a7b1-e99c992a788c","bailey","toby","http://www.research.ed.ac.uk/portal/en/persons/toby-bailey(61db9a1b-5e16-42e4-a7b1-e99c992a788c).html","reader","school of mathematics","UNKNOWN"
"13b63a47-e176-43b7-8461-d639380b6890","barwick","clark","http://www.research.ed.ac.uk/portal/en/persons/clark-barwick(13b63a47-e176-43b7-8461-d639380b6890).html","reader","school of mathematics","UNKNOWN"
"3a5f3dfe-4d06-43aa-a3f1-66644525c725","bayer","arend","http://www.research.ed.ac.uk/portal/en/persons/arend-bayer(3a5f3dfe-4d06-43aa-a3f1-66644525c725).html","personal chair of wallcrossing","school of mathematics","UNKNOWN"
"8a2ad377-a346-4108-9ab3-a4ffd24b813e","blue","pieter","http://www.research.ed.ac.uk/portal/en/persons/pieter-blue(8a2ad377-a346-4108-9ab3-a4ffd24b813e).html","lecturer","school of mathematics","UNKNOWN"
"2895ba14-a3c2-4a6c-89d0-a850bcab2a7a","bochkina","natalia","http://www.research.ed.ac.uk/portal/en/persons/natalia-bochkina(2895ba14-a3c2-4a6c-89d0-a850bcab2a7a).html","lecturer","school of mathematics","UNKNOWN"
"db37f84b-c229-481b-b106-27d5ffbec2c5","boulton","lyonell","http://www.research.ed.ac.uk/portal/en/persons/lyonell-boulton(db37f84b-c229-481b-b106-27d5ffbec2c5).html","visitor staff uoe associated institution","school of mathematics","UNKNOWN"
