"23d17ab4-123f-4929-9373-763bd7587df8","alay","ozgu","http://www.research.ed.ac.uk/portal/en/persons/ozgu-alay(23d17ab4-123f-4929-9373-763bd7587df8).html","visitor official visitor","school of informatics","UNKNOWN"
"d089bb44-7d0b-4b3f-b556-27def993d1d1","albrecht","stefano","http://www.research.ed.ac.uk/portal/en/persons/stefano-albrecht(d089bb44-7d0b-4b3f-b556-27def993d1d1).html","lecturer in artificial intelligence","school of informatics","centre for intelligent systems and their applications"
"ecd799fb-4f63-44ae-a078-b009099f2c8c","alex","beatrice","http://www.research.ed.ac.uk/portal/en/persons/beatrice-alex(ecd799fb-4f63-44ae-a078-b009099f2c8c).html","research fellow","school of informatics","institute of language cognition and computation"
"1997d4be-de27-44bd-ad89-36e6f386225d","alexandru","cristina","http://www.research.ed.ac.uk/portal/en/persons/cristina-alexandru(1997d4be-de27-44bd-ad89-36e6f386225d).html","research associate","school of informatics","centre for intelligent systems and their applications"
"ca066cb3-40b1-4721-a12e-edbdb031cf7c","anderson","paul","http://www.research.ed.ac.uk/portal/en/persons/paul-anderson(ca066cb3-40b1-4721-a12e-edbdb031cf7c).html","research fellow","school of informatics","centre for intelligent systems and their applications"
"c3bee2e3-cad6-4ae1-9d94-d17f8bb39935","anderson","stuart","http://www.research.ed.ac.uk/portal/en/persons/stuart-anderson(c3bee2e3-cad6-4ae1-9d94-d17f8bb39935).html","personal chair in dependable systems","school of informatics","laboratory for foundations of computer science"
"e4fface3-9781-4bfa-9a40-9340f707cde3","arapinis","myrto","http://www.research.ed.ac.uk/portal/en/persons/myrto-arapinis(e4fface3-9781-4bfa-9a40-9340f707cde3).html","lecturer","school of informatics","laboratory for foundations of computer science"
"da3124d7-44f9-4199-82bf-9e964f422ab9","armstrong","douglas","http://www.research.ed.ac.uk/portal/en/persons/douglas-armstrong(da3124d7-44f9-4199-82bf-9e964f422ab9).html","personal chair in systems neurobiology","school of informatics","institute for adaptive and neural computation"
"dbb07214-3753-4bba-a630-e1857e7efb09","arvind","d k","http://www.research.ed.ac.uk/portal/en/persons/d-k-arvind(dbb07214-3753-4bba-a630-e1857e7efb09).html","chair of distributed wireless computation","school of informatics","institute for computing systems architecture"
"2db0a63a-084d-4b6e-ba29-416854572865","aspinall","david","http://www.research.ed.ac.uk/portal/en/persons/david-aspinall(2db0a63a-084d-4b6e-ba29-416854572865).html","personal chair in software safety and security","school of informatics","laboratory for foundations of computer science"
"8e51eafb-dd78-468b-8970-ec2349e92305","atkinson","malcolm","http://www.research.ed.ac.uk/portal/en/persons/malcolm-atkinson(8e51eafb-dd78-468b-8970-ec2349e92305).html","professor","school of informatics","centre for intelligent systems and their applications"
"71021818-cf31-4cca-9dc9-af9db85e31a9","aylett","matthew","http://www.research.ed.ac.uk/portal/en/persons/matthew-aylett(71021818-cf31-4cca-9dc9-af9db85e31a9).html","uoe honorary staff","school of informatics","UNKNOWN"
"91770438-791c-43da-8fcf-3bdd8f2293fd","bach","benjamin","http://www.research.ed.ac.uk/portal/en/persons/benjamin-bach(91770438-791c-43da-8fcf-3bdd8f2293fd).html","lecturer in design informatics  visualisation","school of informatics","institute of language cognition and computation"
"9129cbb9-4d56-4bab-8124-1e34a5b01f70","bamber","jonathan","http://www.research.ed.ac.uk/portal/en/persons/jonathan-bamber(9129cbb9-4d56-4bab-8124-1e34a5b01f70).html","unknown","neuroinformatics dtc","UNKNOWN"
"1a05e95b-6e1a-40d8-8406-d5e62b7c722d","banks","chris","http://www.research.ed.ac.uk/portal/en/persons/chris-banks(1a05e95b-6e1a-40d8-8406-d5e62b7c722d).html","research associate","school of informatics","laboratory for foundations of computer science"
"5ba7f849-1e85-44e7-98dc-739ae9fb0503","barker","adam","http://www.research.ed.ac.uk/portal/en/persons/adam-barker(5ba7f849-1e85-44e7-98dc-739ae9fb0503).html","uoe honorary staff","school of informatics","UNKNOWN"
"688a89f2-45fd-42ad-8fcd-08a065521c0a","bates","andrew","http://www.research.ed.ac.uk/portal/en/persons/andrew-bates(688a89f2-45fd-42ad-8fcd-08a065521c0a).html","research fellow","school of informatics","institute for computing systems architecture"
"e7811c30-5d92-4318-8f49-afc65126c3ee","behnke","maximiliana","http://www.research.ed.ac.uk/portal/en/persons/maximiliana-behnke(e7811c30-5d92-4318-8f49-afc65126c3ee).html","unknown","institute of language cognition and computation","UNKNOWN"
"570a3e8e-0e1c-4d8e-8cf5-8374bdc9a5c4","bell","peter","http://www.research.ed.ac.uk/portal/en/persons/peter-bell(570a3e8e-0e1c-4d8e-8cf5-8374bdc9a5c4).html","senior researcher","school of informatics","institute of language cognition and computation"
"2c3dcad6-2934-40ab-8663-8a41c0597024","bella","gabor","http://www.research.ed.ac.uk/portal/en/persons/gabor-bella(2c3dcad6-2934-40ab-8663-8a41c0597024).html","unknown","centre for intelligent systems and their applications","UNKNOWN"
"bd14c9d9-1e8b-4816-b547-d3727e0d8537","belle","vaishak","http://www.research.ed.ac.uk/portal/en/persons/vaishak-belle(bd14c9d9-1e8b-4816-b547-d3727e0d8537).html","chancellors fellow in humanlike computing andor software","school of informatics","centre for intelligent systems and their applications"
"aa593eb8-2ac7-415c-aec5-738f11b6e795","berrada","ghita","http://www.research.ed.ac.uk/portal/en/persons/ghita-berrada(aa593eb8-2ac7-415c-aec5-738f11b6e795).html","research associate","school of informatics","laboratory for foundations of computer science"
"0b2fae7b-cf7f-4f8b-a92c-4fa055ff9d63","bhatotia","pramod","http://www.research.ed.ac.uk/portal/en/persons/pramod-bhatotia(0b2fae7b-cf7f-4f8b-a92c-4fa055ff9d63).html","senior lecturer in computing systems architecture","school of informatics","institute for computing systems architecture"
"350d5a79-901a-4018-9e1a-87114b8dbe0b","bilen","hakan","http://www.research.ed.ac.uk/portal/en/persons/hakan-bilen(350d5a79-901a-4018-9e1a-87114b8dbe0b).html","lecturer in image and vision computing","school of informatics","institute of perception action and behaviour"
"f804a9ce-5cc1-456b-b652-a91c8e034c68","birch","alexandra","http://www.research.ed.ac.uk/portal/en/persons/alexandra-birch(f804a9ce-5cc1-456b-b652-a91c8e034c68).html","senior researcher","school of informatics","institute of language cognition and computation"
"a78a09b5-138e-407e-8c09-34414853eb20","bishop","christopher","http://www.research.ed.ac.uk/portal/en/persons/christopher-bishop(a78a09b5-138e-407e-8c09-34414853eb20).html","professor","school of informatics","institute for adaptive and neural computation"
"412b9b6c-a9d5-47d6-81af-018323057f36","bodin","bruno","http://www.research.ed.ac.uk/portal/en/persons/bruno-bodin(412b9b6c-a9d5-47d6-81af-018323057f36).html","research associate","school of informatics","institute for computing systems architecture"
"49582987-cec8-4ff0-9362-9464096f07ad","bona","roberto","http://www.research.ed.ac.uk/portal/en/persons/roberto-bona(49582987-cec8-4ff0-9362-9464096f07ad).html","unknown","centre for intelligent systems and their applications","UNKNOWN"
"213fbdf4-a67d-4b06-8614-3b864f740266","bradfield","julian","http://www.research.ed.ac.uk/portal/en/persons/julian-bradfield(213fbdf4-a67d-4b06-8614-3b864f740266).html","reader","school of informatics","laboratory for foundations of computer science"
"bfb547ed-a4df-4a6c-b1be-8ecd9b13419f","bundy","alan","http://www.research.ed.ac.uk/portal/en/persons/alan-bundy(bfb547ed-a4df-4a6c-b1be-8ecd9b13419f).html","professor","school of informatics","centre for intelligent systems and their applications"
"90396347-473b-4fba-8b1d-a1d25ea18b6b","buneman","peter","http://www.research.ed.ac.uk/portal/en/persons/peter-buneman(90396347-473b-4fba-8b1d-a1d25ea18b6b).html","professor","school of informatics","laboratory for foundations of computer science"
"f0a3769d-bc61-42f4-b06a-8b90b20a44dc","calautti","marco","http://www.research.ed.ac.uk/portal/en/persons/marco-calautti(f0a3769d-bc61-42f4-b06a-8b90b20a44dc).html","research associate","school of informatics","laboratory for foundations of computer science"
"6b2472cb-5094-4a65-95be-24ea7e87dd6b","campbell","brian","http://www.research.ed.ac.uk/portal/en/persons/brian-campbell(6b2472cb-5094-4a65-95be-24ea7e87dd6b).html","research assistant","school of informatics","laboratory for foundations of computer science"
"b35be2b5-5381-47b4-bd80-fc5f52ab43a9","cano reyes","jose","http://www.research.ed.ac.uk/portal/en/persons/jose-cano-reyes(b35be2b5-5381-47b4-bd80-fc5f52ab43a9).html","research associate","school of informatics","institute for computing systems architecture"
"bd09c3e2-3826-4065-b33c-edc31ce40e15","cao","yang","http://www.research.ed.ac.uk/portal/en/persons/yang-cao(bd09c3e2-3826-4065-b33c-edc31ce40e15).html","research associate","school of informatics","laboratory for foundations of computer science"
"35733e3d-9dec-44da-8906-22550e210916","carletta","jean","http://www.research.ed.ac.uk/portal/en/persons/jean-carletta(35733e3d-9dec-44da-8906-22550e210916).html","unknown","institute of language cognition and computation","UNKNOWN"
"e85f56ec-08fa-441a-b2d4-ce6e7b2633f8","carmantini","andrea","http://www.research.ed.ac.uk/portal/en/persons/andrea-carmantini(e85f56ec-08fa-441a-b2d4-ce6e7b2633f8).html","research assistant","school of informatics","institute of language cognition and computation"
"cc9ffdea-6c5b-473a-976f-a5272cff17bf","cavaliere","matteo","http://www.research.ed.ac.uk/portal/en/persons/matteo-cavaliere(cc9ffdea-6c5b-473a-976f-a5272cff17bf).html","research associate","school of informatics","laboratory for foundations of computer science"
